mouse_life_stage,Middle aged adult
parameter_name,Periphery distance travelled
pvalue,0.1640416
gene_symbol,Hpca
parameter_id,JAX_OFD_010_001
mouse_strain,C57BL
gene_accession_id,MGI:1336200
analysis_id,090299vuffge21d
