parameter_id,JAXLA_DXA_003_001
gene_symbol,Kcng1
pvalue,0.3326807
mouse_life_stage,Early adult
parameter_name,Lean mass
gene_accession_id,MGI:3616086
mouse_strain,C57BL
analysis_id,4e5nan76jc732np
