parameter_id,JAXLA_CSD_041_002
mouse_life_stage,E9.5
gene_symbol,Tiprl
analysis_id,42e5807nz400ymq
mouse_strain,C57BL
gene_accession_id,MGI:1915087
parameter_name,Hindpaw - size
pvalue,0.664831
