gene_symbol,F2
parameter_id,MGP_CSD_008_001
parameter_name,Startle response
pvalue,0.4155628
gene_accession_id,MGI:88380
analysis_id,461s186zd3183o9
mouse_life_stage,Early adult
mouse_strain,C57BL
