parameter_name,Creatinine
gene_symbol,Cdin1
mouse_life_stage,Early adult
parameter_id,JAX_URI_002_001
mouse_strain,C57BL
pvalue,0.3647867
gene_accession_id,MGI:3026886
analysis_id,yl98dk72kdo3yqt
