parameter_id,IMPC_DXA_004_001
analysis_id,f8f29a971576ud6
mouse_strain,C57BL
pvalue,0.3887103
parameter_name,Bone Mineral Density (excluding skull)
gene_symbol,Snap23
gene_accession_id,MGI:109356
mouse_life_stage,Late adult
