parameter_name,Whole arena resting time
parameter_id,ESLIM_007_001_003
gene_symbol,Lpgat1
pvalue,0.2269551
gene_accession_id,MGI:2446186
mouse_life_stage,Late adult
analysis_id,98u2729m67519mb
mouse_strain,C58BL
