gene_symbol,Bcs1l
parameter_name,lens
pvalue,0.9728329
gene_accession_id,MGI:1914071
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,M-G-P_014_001_009
analysis_id,3ihr9c635wn3h17
