gene_symbol,MOV10
analysis_id,6ic0p828vej88hk
parameter_name,Response amplitude - S
mouse_strain,C57BL
gene_accession_id,MGI:97054
parameter_id,IMPC_ACS_006_001
mouse_life_stage,Early adult
pvalue,0.6236987
