parameter_name,Startle response
mouse_life_stage,Early adult
gene_accession_id,MGI:96757
mouse_strain,C57BL
gene_symbol,Lcn2
analysis_id,dwn5335lhq4422q
parameter_id,HMGULA_SHI_009_001
pvalue,0.7582652
