gene_symbol,Fgb
mouse_life_stage,Early adult
parameter_id,GMC_906_001_005
pvalue,0.1307385
parameter_name,Potassium
gene_accession_id,MGI:99501
analysis_id,f84573r8he0p722
mouse_strain,C57BL
