parameter_name,Body length
mouse_life_stage,Early adult
pvalue,0.5246356
analysis_id,h6hv5uo4t42p6kv
mouse_strain,129SV
parameter_id,IMPC_DXA_006_001
gene_symbol,Bpifa3
gene_accession_id,MGI:1920638
