parameter_id,IMPC_ACS_037_001
gene_accession_id,MGI:2685277
gene_symbol,Zyg11b
parameter_name,% Pre-pulse inhibition - Global
mouse_life_stage,E18.5
pvalue,0.3847756
mouse_strain,C57BL
analysis_id,to6m2cf93281xn0
