mouse_strain,C57BL
gene_symbol,Ahctf1
mouse_life_stage,Early adult
pvalue,0.9783084
analysis_id,50xvx81l2u4103d
gene_accession_id,MGI:1915033
parameter_name,Head coat/hair presence
parameter_id,MGP_CSD_015_001
