gene_symbol,Lpgat1
parameter_id,MGP_PBI_038_001
mouse_strain,C57BL
parameter_name,Ly6Clow monocyte number
pvalue,0.1151954
gene_accession_id,MGI:2446186
mouse_life_stage,E18.5
analysis_id,42gj9tg468zfa21
