pvalue,9.508193e-15
parameter_id,IMPC_HEM_038_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:2651854
analysis_id,dibg705jnap739x
parameter_name,Basophil differential count
gene_symbol,Atg4c
