parameter_name,Eye
gene_accession_id,MGI:2446274
parameter_id,IMPC_EYE_001_001
analysis_id,n5856imvf4kgnpe
mouse_life_stage,Middle aged adult
gene_symbol,Frmpd1
pvalue,0.9386708
mouse_strain,C57BL
