mouse_strain,C57BL
pvalue,0.9037395
gene_symbol,Atf3
parameter_id,MGP_MLN_006_001
analysis_id,2n96b9h6ya45hxz
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
gene_accession_id,MGI:109384
mouse_life_stage,Early adult
