gene_symbol,Frmpd1
mouse_strain,C57BL
parameter_id,IMPC_CAL_008_001
pvalue,0.5798674
parameter_name,Total food intake
gene_accession_id,MGI:2446274
analysis_id,45gpf8106z922jg
mouse_life_stage,Late adult
