gene_symbol,Golm2
parameter_name,Cornea vascularisation
mouse_strain,C57BL
analysis_id,efo0h0sxa0099da
pvalue,0.162799
parameter_id,ESLIM_014_001_008
gene_accession_id,MGI:2443129
mouse_life_stage,Early adult
