gene_symbol,Fgb
pvalue,0.2495615
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
parameter_id,MGP_PBI_010_001
gene_accession_id,MGI:99501
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,yee5e59wb8bq658
