parameter_id,JAX_OFD_013_001
pvalue,0.8689385
analysis_id,9ppih4162bwo036
parameter_name,Periphery average speed
mouse_life_stage,Early adult
gene_symbol,Slc30a4
gene_accession_id,MGI:1345282
mouse_strain,C57BL
