parameter_name,Body length
mouse_life_stage,E9.5
parameter_id,IMPC_DXA_006_001
analysis_id,x7s6df49ztsz4wk
gene_symbol,Orc2
gene_accession_id,MGI:1328306
pvalue,0.7074177
mouse_strain,C57BL
