gene_symbol,Fgb
mouse_life_stage,E12.5
mouse_strain,C57BL
pvalue,0.2691585
gene_accession_id,MGI:99501
parameter_name,Center permanence time
parameter_id,JAX_OFD_016_001
analysis_id,h1l550x5mw3471r
