parameter_id,IMPC_XRY_067_001
gene_symbol,Frmpd1
parameter_name,Caudal processes
pvalue,0.7837494
gene_accession_id,MGI:2446274
mouse_life_stage,Early adult
analysis_id,a633p9peus62l4q
mouse_strain,C57BL
