parameter_id,IMPC_GEO_064_001
mouse_strain,C57BL
parameter_name,Edema
pvalue,0.197895
gene_symbol,Lamb3
gene_accession_id,MGI:99915
analysis_id,a2ek609u730a1gy
mouse_life_stage,Early adult
