parameter_id,IMPC_CSD_047_001
analysis_id,980imb27w409ypu
pvalue,0.4335173
mouse_life_stage,Early adult
gene_accession_id,MGI:1917810
mouse_strain,C57BL
parameter_name,Hindlimb digit - size
gene_symbol,Wars2
