gene_symbol,Atf3
analysis_id,9rv36j67b1qt943
pvalue,0.1657823
parameter_id,IMPC_IMM_034_001
gene_accession_id,MGI:109384
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,CD8 CD44-CD62L+ T cells
