gene_symbol,Galnt13
gene_accession_id,MGI:2139447
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
pvalue,0.9449049
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
analysis_id,9st8663rrn54we4
parameter_id,MGP_IMM_006_001
