parameter_name,Total cholesterol
mouse_strain,C57BL
parameter_id,JAXLA_CBC_015_001
gene_symbol,Lcn2
mouse_life_stage,Early adult
pvalue,0.1533015
analysis_id,b32ibu70015af6t
gene_accession_id,MGI:96757
