parameter_name,Tremor
parameter_id,IMPC_CSD_030_001
gene_accession_id,MGI:104848
pvalue,0.5862496
gene_symbol,Inpp1
mouse_life_stage,Early adult
analysis_id,g5lld719ys28b85
mouse_strain,129SV
