parameter_id,IMPC_EYE_092_002
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,0b536b63g6ru2e6
parameter_name,Retina (combined)
gene_accession_id,MGI:2651854
pvalue,0.7203415
gene_symbol,Atg4c
