mouse_life_stage,Middle aged adult
parameter_id,IMPC_CSD_051_002
parameter_name,Hindlimb nail - number
gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
mouse_strain,C57BL
pvalue,0.7374186
analysis_id,tuc90e3nzg5y5z0
