gene_symbol,Tnfsf8
analysis_id,0a6q5w5ucf2y2oo
parameter_id,HRWLLA_OFD_020_001
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.5402028
gene_accession_id,MGI:88328
parameter_name,Distance travelled - total
