parameter_id,IMPC_ACS_036_001
pvalue,0.9697673
mouse_strain,C57BL
gene_symbol,Opn3
analysis_id,bh2p74r1275752q
gene_accession_id,MGI:1338022
parameter_name,% Pre-pulse inhibition - PPI4
mouse_life_stage,Early adult
