gene_accession_id,MGI:1920026
gene_symbol,Sass6
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,IMPC_IMM_006_001
pvalue,0.2740844
parameter_name,Others
analysis_id,m0a40x9o8jk6084
