gene_symbol,Bach2
mouse_life_stage,Early adult
analysis_id,2205amx24rwd93d
parameter_id,IMPC_GEO_048_002
pvalue,1.390889
gene_accession_id,MGI:894679
mouse_strain,C57BL
parameter_name,Anophthalmia
