gene_symbol,Dcaf12
mouse_strain,C57BL
parameter_id,ESLIM_014_001_008
mouse_life_stage,Early adult
parameter_name,Cornea vascularisation
pvalue,0.8692888
gene_accession_id,MGI:1916220
analysis_id,58gc4n51i8a2wfv
