gene_symbol,Ntmt2
analysis_id,87cy076oh745dh0
parameter_name,Breath rate during sleep mean
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAX_SLW_013_001
pvalue,0.5197465
gene_accession_id,MGI:2685053
