gene_symbol,Cds2
parameter_name,Retina (combined)
pvalue,0.2051085
mouse_strain,C57BL
parameter_id,JAXLA_EYE_092_001
analysis_id,fh58375im6i0h28
mouse_life_stage,Early adult
gene_accession_id,MGI:1332236
