gene_symbol,Plcb1
mouse_strain,C57BL
pvalue,0.6786217
parameter_name,Center average speed
gene_accession_id,MGI:97613
mouse_life_stage,Middle aged adult
analysis_id,3nv1gqflj5ev4gn
parameter_id,JAXLA_OFD_017_001
