pvalue,0.2214513
mouse_life_stage,Early adult
parameter_id,JAXLA_CSD_022_001
parameter_name,Hindlimbs - size
gene_symbol,Duoxa2
mouse_strain,C57BL
analysis_id,yfq6dt55qfuc943
gene_accession_id,MGI:1914061
