parameter_name,Fat/Body weight
mouse_strain,C57BL
analysis_id,9i861k749eue45n
parameter_id,JAXLA_DXA_009_001
gene_symbol,Cmpk1
mouse_life_stage,Early adult
pvalue,0.1688899
gene_accession_id,MGI:1913838
