parameter_id,JAX_OFD_010_001
gene_accession_id,MGI:2446186
parameter_name,Periphery distance travelled
gene_symbol,Lpgat1
mouse_life_stage,Early adult
pvalue,0.8034566
analysis_id,6rn888479au2mc1
mouse_strain,C57BL
