gene_symbol,Arnt
mouse_strain,C57BL
parameter_id,IMPC_IMM_051_001
parameter_name,Monocytes
mouse_life_stage,Early adult
analysis_id,6m698q29v2daw61
gene_accession_id,MGI:88071
pvalue,0.6359388
