mouse_life_stage,Middle aged adult
mouse_strain,C57BL
pvalue,0.8097986
parameter_name,Lean/Body weight
parameter_id,IMPC_DXA_008_001
analysis_id,3664gme33737chh
gene_accession_id,MGI:2446186
gene_symbol,Lpgat1
