parameter_name,Chloride
parameter_id,HMGULA_CBC_003_001
analysis_id,bb156958vgnxq89
pvalue,0.2286432
mouse_life_stage,Early adult
gene_accession_id,MGI:1918764
mouse_strain,C57BL
gene_symbol,Sfpq
