gene_symbol,Sass6
mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_name,Heart weight
pvalue,0.9284987
gene_accession_id,MGI:1920026
analysis_id,e60rh0ivar8decy
parameter_id,IMPC_HWT_008_001
