parameter_id,IMPC_OFD_012_001
pvalue,0.3480733
analysis_id,6pflpx86mj8g99e
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Zmynd19
parameter_name,Periphery permanence time
gene_accession_id,MGI:1914437
