mouse_life_stage,Early adult
pvalue,0.5569797
gene_accession_id,MGI:1914836
gene_symbol,Ubxn11
analysis_id,588zuo014a7uru6
parameter_id,IMPC_CSD_047_001
mouse_strain,C57BL
parameter_name,Hindlimb digit - size
