mouse_strain,129SV
parameter_id,M-G-P_012_001_005
parameter_name,Body Weight
mouse_life_stage,Early adult
gene_accession_id,MGI:1921802
analysis_id,z56z5485750217m
gene_symbol,Nipal3
pvalue,0.4983952
