gene_symbol,Pex19
pvalue,0.4322811
analysis_id,0m5os5lqs9m5q2u
parameter_id,IMPC_HEM_008_001
parameter_name,Platelet count
mouse_life_stage,Early adult
gene_accession_id,MGI:1334458
mouse_strain,C57BL
