parameter_name,Whole arena average speed
pvalue,0.9880434
gene_accession_id,MGI:1860103
mouse_life_stage,Early adult
analysis_id,99kxih0x4e65u48
parameter_id,ESLIM_007_001_005
mouse_strain,C57BL
gene_symbol,Slc2a8
