gene_symbol,Slc28a2
analysis_id,g3595p3po7k9oke
parameter_id,JAXLA_CSD_077_001
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Contact righting
pvalue,0.2476944
gene_accession_id,MGI:1913105
