parameter_name,Skull shape
pvalue,0.7413169
mouse_strain,C57BL
analysis_id,u43bzb08oula2mh
parameter_id,IMPC_XRY_001_001
mouse_life_stage,E18.5
gene_accession_id,MGI:1914309
gene_symbol,Ola1
