parameter_id,IMPC_CSD_008_001
gene_accession_id,MGI:1915678
analysis_id,1bz66apygw40v69
mouse_strain,C57BL
gene_symbol,Steap3
parameter_name,Coat - color pattern - back
pvalue,0.4475949
mouse_life_stage,Early adult
