gene_symbol,Mecom
mouse_life_stage,E12.5
parameter_id,ESLIM_008_001_013
pvalue,0.904255
gene_accession_id,MGI:95457
parameter_name,Startle response
analysis_id,9fxnpjwdan91w77
mouse_strain,C57BL
