gene_symbol,Tbl1xr1
parameter_id,IMPC_OFD_012_001
analysis_id,9rxk4jr0yzt8584
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_name,Periphery permanence time
pvalue,0.3820998
gene_accession_id,MGI:2441730
