parameter_id,IMPC_LDT_008_001
mouse_strain,C57BL
pvalue,0.641269
gene_accession_id,MGI:1914944
parameter_name,Percent time in light
gene_symbol,Ift74
mouse_life_stage,Early adult
analysis_id,a55lq9u2yhr534e
