parameter_id,IMPC_GEL_029_001
mouse_strain,C57BL
gene_symbol,Dmap1
analysis_id,d1uo89p55691i44
pvalue,0.3341589
parameter_name,Midbrain
mouse_life_stage,E9.5
gene_accession_id,MGI:1913483
