gene_symbol,Mms22l
analysis_id,54522feay3e5ot0
parameter_id,IMPC_OFD_013_001
parameter_name,Periphery average speed
pvalue,0.6855325
mouse_strain,129SV
gene_accession_id,MGI:2684980
mouse_life_stage,Early adult
