mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,MGP_MLN_032_001
gene_symbol,F2
parameter_name,Effector NK cells - % of NK cells
pvalue,0.1330586
gene_accession_id,MGI:88380
analysis_id,00e7t7j7kvt9m60
