mouse_life_stage,E18.5
parameter_id,IMPC_HEM_029_001
mouse_strain,C57BL
pvalue,0.4706437
analysis_id,ml1eg81gx96kz30
parameter_name,Neutrophil differential count
gene_accession_id,MGI:2685277
gene_symbol,Zyg11b
