parameter_name,Startle response
gene_symbol,Lcn2
analysis_id,exh599vg4p32swn
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_036_001
mouse_strain,C57BL
pvalue,0.2262525
gene_accession_id,MGI:96757
